-3.148357629776001, -1.0374493598937988, -0.7728867530822754, -5.768650382757187, -3.119241714477539, -5.952700659632683, -6.261119232821157, -2.6263950183669915, -1.5413372913931445, -11.307593482334235, -5.987496314552418, -11.62752317963842
-3.148357629776001, -1.0374493598937988, -0.7728867530822754, -5.768650382757187, -3.119241714477539, -5.952700659632683, -3.1476331970985614, -1.0377608070565578, -0.7644288873925498, -5.787848660154585, -3.1744790963211886, -6.01443185800616
-3.1587679386138916, -0.9911079406738281, -0.7728495597839355, -5.7686357498168945, -3.119283437728882, -5.95272159576416, -3.1518450260198647, -1.0217544682734716, -0.759547337470462, -5.779523491710166, -3.160215230061855, -6.014708719103772
-3.1663358211517334, -0.9480576515197754, -0.772763729095459, -5.76853147149086, -3.119126319885254, -5.95270049571991, -3.196038105699031, -0.9500411001602173, -0.7601201517685334, -5.782771164112187, -3.1497422838660345, -6.010830129407191
-3.1708295345306396, -0.9148144721984863, -0.7727704048156738, -5.7685351967811584, -3.1191811561584473, -5.952745139598846, -3.214687213588484, -0.9202639332365868, -0.7585919419595263, -5.776281265004808, -3.134110990583797, -6.009636245894137
-3.17425537109375, -0.8838667869567871, -0.7727861404418945, -5.76853483915329, -3.119133234024048, -5.9527111649513245, -3.228690579506963, -0.8941602240832555, -0.7613201923185149, -5.805006392870021, -3.1324537223632216, -6.0048873059346395
-3.177325487136841, -0.8523430824279785, -0.7727570533752441, -5.768519043922424, -3.119145154953003, -5.9527163207530975, -3.2366473719678615, -0.8630875824033484, -0.7563103598114835, -5.7966924055824345, -3.1201528635664464, -6.012160683005973
-3.178899049758911, -0.8235373497009277, -0.7605834007263184, -5.767490744590759, -3.1191227436065674, -5.9527041763067245, -3.243791287121352, -0.830183764638471, -0.7481555842156692, -5.794209683229132, -3.1096055873393893, -6.021275077192213
-3.1796505451202393, -0.7889223098754883, -0.7140054702758789, -5.761595577001572, -3.119168281555176, -5.9527353793382645, -3.2478236928926987, -0.818487227945916, -0.7225832432555644, -5.803547631586779, -3.1137286862742064, -6.012980137792459
-3.1795830726623535, -0.7593698501586914, -0.6791009902954102, -5.7545095682144165, -3.1191225051879883, -5.952710837125778, -3.253140585962897, -0.801948454580555, -0.6934603343609395, -5.807733737349028, -3.117262691444594, -6.0081154081986945
-3.1786928176879883, -0.7287535667419434, -0.6415548324584961, -5.745116263628006, -3.1191558837890625, -5.952731624245644, -3.2559354402583094, -0.7953539109894403, -0.6683752093044959, -5.816512059120456, -3.1105137871189474, -6.006172360273182
