timestamp,node1,node2,uwb_range,mocap_range,tb_node1_yaw,tb_node2_yaw,error
1671462954.0110343,1.0,3.0,4.440000057220459,4.146865004696947,3.041156355845875,0.018435288576294062,0.29313505252351213
1671462954.0110343,1.0,4.0,4.460000038146973,4.21376566550185,3.041156355845875,-0.0056408694020987915,0.24623437264512305
1671462954.0110343,1.0,5.0,2.9800000190734863,2.8322053458696224,3.041156355845875,-2.1576316013245536,0.14779467320386397
1671462954.0110343,3.0,4.0,2.7300000190734863,2.3536271572000103,0.018435288576294062,-0.0056408694020987915,0.3763728618734761
1671462954.0110343,3.0,5.0,6.860000133514404,5.820207041548259,0.018435288576294062,-2.1576316013245536,1.0397930919661453
1671462954.0110343,4.0,5.0,7.070000171661377,6.720255218431699,-0.0056408694020987915,-2.1576316013245536,0.3497449532296777
1671462954.025245,1.0,3.0,4.460000038146973,4.146866907192999,3.0412110605729077,0.018480090178078227,0.31313313095397355
1671462954.025245,1.0,4.0,4.5,4.213796085615862,3.0412110605729077,-0.005680706056245674,0.2862039143841377
1671462954.025245,1.0,5.0,2.9600000381469727,2.8321911708319565,3.0412110605729077,-2.1575832859624056,0.12780886731501617
1671462954.025245,3.0,4.0,2.700000047683716,2.353669457570556,0.018480090178078227,-0.005680706056245674,0.3463305901131597
1671462954.025245,3.0,5.0,6.110000133514404,5.82019796802969,0.018480090178078227,-2.1575832859624056,0.2898021654847147
1671462954.025245,4.0,5.0,7.050000190734863,6.720279386375236,-0.005680706056245674,-2.1575832859624056,0.3297208043596269
1671462954.0395715,1.0,3.0,4.460000038146973,4.146863528495108,3.0411672478055167,0.018513302564973893,0.3131365096518648
1671462954.0395715,1.0,4.0,4.480000019073486,4.213767713550232,3.0411672478055167,-0.005599458160501496,0.2662323055232543
1671462954.0395715,1.0,5.0,3.0,2.8321963733492432,3.0411672478055167,-2.157600421780386,0.16780362665075677
1671462954.0395715,3.0,4.0,2.7899999618530273,2.353641488549253,0.018513302564973893,-0.005599458160501496,0.4363584733037742
1671462954.0395715,3.0,5.0,6.130000114440918,5.820197320061292,0.018513302564973893,-2.157600421780386,0.30980279437962555
1671462954.0395715,4.0,5.0,7.050000190734863,6.72025139316625,-0.005599458160501496,-2.157600421780386,0.3297487975686133
1671462954.0538275,1.0,3.0,4.480000019073486,4.146859312931611,3.041170979391937,0.01850320863944625,0.33314070614187496
1671462954.0538275,1.0,4.0,4.5,4.213750905777942,3.041170979391937,-0.0054915890388909,0.28624909422205835
1671462954.0538275,1.0,5.0,2.9800000190734863,2.8322105266586823,3.041170979391937,-2.157603798478113,0.147789492414804
1671462954.0538275,3.0,4.0,2.7200000286102295,2.353611941570412,0.01850320863944625,-0.0054915890388909,0.3663880870398173
1671462954.0538275,3.0,5.0,6.170000076293945,5.820200643457129,0.01850320863944625,-2.157603798478113,0.34979943283681614
1671462954.0538275,4.0,5.0,7.010000228881836,6.720240513510729,-0.0054915890388909,-2.157603798478113,0.28975971537110734
1671462954.0681558,1.0,3.0,4.440000057220459,4.146863704475141,3.0412069751574324,0.018412609770462912,0.2931363527453179
1671462954.0681558,1.0,4.0,4.5,4.213742210501742,3.0412069751574324,-0.005554494768863176,0.28625778949825786
1671462954.0681558,1.0,5.0,3.0199999809265137,2.832200121410284,3.0412069751574324,-2.1576047948369785,0.1877998595162298
1671462954.0681558,3.0,4.0,2.680000066757202,2.353617320740428,0.018412609770462912,-0.005554494768863176,0.3263827460167743
1671462954.0681558,3.0,5.0,6.210000038146973,5.820212572983998,0.018412609770462912,-2.1576047948369785,0.3897874651629749
1671462954.0681558,4.0,5.0,7.090000152587891,6.720232863884171,-0.005554494768863176,-2.1576047948369785,0.36976728870372
